architecture,uncertainty_level,selection_rule,threshold,coverage,risk_regret,conditional_ece
Monolithic,high,confidence_and_non_abort,0.44999999999999996,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.49999999999999994,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.5499999999999999,0.6363636363636364,0.19219933176823864,0.3391358373152763
Monolithic,high,confidence_and_non_abort,0.6,0.5227272727272727,0.1773572747878017,0.3062392295388703
Monolithic,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.1723318654145919,0.28182084634546883
Monolithic,high,confidence_and_non_abort,0.7,0.25,0.1789331579844515,0.25353982265168806
Monolithic,high,confidence_and_non_abort,0.7499999999999999,0.09090909090909091,0.17005521687056788,0.22333843269320186
Monolithic,high,confidence_and_non_abort,0.7999999999999999,0.0,,
Monolithic,high,confidence_and_non_abort,0.85,0.0,,
Monolithic,high,confidence_and_non_abort,0.8999999999999999,0.0,,
Monolithic,high,confidence_and_non_abort,0.95,0.0,,
Multi-Agent (A0 full),high,non_abort_only,0.0,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.0,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.15,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.3,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.35,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.1924878358807216,0.3978267941284375
Multi-Agent (A0 full),high,confidence_and_non_abort,0.6,0.6590909090909091,0.18131052767397646,0.3786870804894237
Multi-Agent (A0 full),high,confidence_and_non_abort,0.6499999999999999,0.4772727272727273,0.1539141386364711,0.33822171973391174
Multi-Agent (A0 full),high,confidence_and_non_abort,0.7,0.2727272727272727,0.10481887663128975,0.26339188612717096
Multi-Agent (A0 full),high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.0778390438814237,0.2172457561257616
Multi-Agent (A0 full),high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.0553239376939821,0.1953677938947213
Multi-Agent (A0 full),high,confidence_and_non_abort,0.85,0.0,,
Multi-Agent (A0 full),high,confidence_and_non_abort,0.8999999999999999,0.0,,
Multi-Agent (A0 full),high,confidence_and_non_abort,0.95,0.0,,
RAG-Monolithic,high,non_abort_only,0.0,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.0,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.049999999999999996,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.09999999999999999,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.15,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.19999999999999998,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.24999999999999997,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.3,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.35,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.39999999999999997,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.44999999999999996,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.49999999999999994,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.5499999999999999,0.7727272727272727,0.18783180158225019,0.3788160223111058
RAG-Monolithic,high,confidence_and_non_abort,0.6,0.7045454545454546,0.18233437899195776,0.3680423149042494
RAG-Monolithic,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.14260743480666263,0.2884525396683173
RAG-Monolithic,high,confidence_and_non_abort,0.7,0.25,0.14419307808740991,0.2649410319685606
RAG-Monolithic,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.08207295256067469,0.21933483117718633
RAG-Monolithic,high,confidence_and_non_abort,0.7999999999999999,0.022727272727272728,0.07474730655993665,0.18250994910230506
RAG-Monolithic,high,confidence_and_non_abort,0.85,0.0,,
RAG-Monolithic,high,confidence_and_non_abort,0.8999999999999999,0.0,,
RAG-Monolithic,high,confidence_and_non_abort,0.95,0.0,,
Reflexion,high,non_abort_only,0.0,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.0,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.049999999999999996,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.09999999999999999,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.15,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.19999999999999998,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.24999999999999997,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.3,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.35,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.39999999999999997,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.44999999999999996,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.49999999999999994,0.7045454545454546,0.17272892128004982,0.3631472278652205
Reflexion,high,confidence_and_non_abort,0.5499999999999999,0.6818181818181818,0.17089780957927717,0.35949619940534067
Reflexion,high,confidence_and_non_abort,0.6,0.6590909090909091,0.16793480669815827,0.35701810194391703
Reflexion,high,confidence_and_non_abort,0.6499999999999999,0.36363636363636365,0.13544136240822433,0.2966677781342361
Reflexion,high,confidence_and_non_abort,0.7,0.1590909090909091,0.1392975996235328,0.245954370728164
Reflexion,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.07306456930941523,0.20272333155778957
Reflexion,high,confidence_and_non_abort,0.7999999999999999,0.045454545454545456,0.08411082348691656,0.1872255395783844
Reflexion,high,confidence_and_non_abort,0.85,0.0,,
Reflexion,high,confidence_and_non_abort,0.8999999999999999,0.0,,
Reflexion,high,confidence_and_non_abort,0.95,0.0,,
Sequential,high,non_abort_only,0.0,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.0,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.049999999999999996,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.09999999999999999,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.15,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.19999999999999998,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.24999999999999997,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.3,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.35,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.39999999999999997,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.44999999999999996,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.49999999999999994,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.5499999999999999,0.75,0.17708337905034682,0.36047964603984883
Sequential,high,confidence_and_non_abort,0.6,0.6136363636363636,0.1564293607726934,0.32234577391509056
Sequential,high,confidence_and_non_abort,0.6499999999999999,0.4090909090909091,0.154799575494234,0.2941289581548122
Sequential,high,confidence_and_non_abort,0.7,0.18181818181818182,0.15982271415619032,0.2523323385545325
Sequential,high,confidence_and_non_abort,0.7499999999999999,0.06818181818181818,0.1698802634743801,0.22386950881448645
Sequential,high,confidence_and_non_abort,0.7999999999999999,0.0,,
Sequential,high,confidence_and_non_abort,0.85,0.0,,
Sequential,high,confidence_and_non_abort,0.8999999999999999,0.0,,
Sequential,high,confidence_and_non_abort,0.95,0.0,,
